gene	BulkHC1	BulkHC2	BulkHC3	BulkHC4	BulkSOR1	BulkSOR2	BulkSOR3	BulkSOR4
ENSMUSG00000037855	13582.85	18939.29	14667.83	20861.76	19037.12	14328.26	17829.61	13645.98
ENSMUSG00000037857	5398.28	7024.83	5609.19	7782.71	8847.43	6452.57	7585.33	5543.87
ENSMUSG00000037860	194.65	286.28	199.11	311.61	166.49	264.26	144.77	215.24
ENSMUSG00000037868	102.40	65.92	49.23	76.14	584.12	474.29	466.58	373.31
ENSMUSG00000037872	123.24	168.38	146.34	193.66	169.76	156.24	219.18	113.79
ENSMUSG00000037876	7675.67	9833.03	7578.41	10896.03	10515.94	8947.22	9979.02	7462.63
ENSMUSG00000037884	1.91	0.00	0.00	0.00	0.00	0.98	0.99	0.00
ENSMUSG00000037885	1115.12	1572.04	1153.62	1721.45	1656.15	1163.81	1516.60	1105.35
ENSMUSG00000037887	2211.18	3366.51	2680.34	4306.98	3587.31	2393.41	3248.08	2503.74
ENSMUSG00000037890	1981.20	2823.97	1999.41	2792.14	2269.76	2118.08	2062.21	1844.30
ENSMUSG00000037892	374.62	384.47	312.23	421.94	412.90	304.98	372.28	280.95
ENSMUSG00000037894	2557.03	3629.83	2791.25	3749.73	3621.07	2569.52	3000.72	2446.14
ENSMUSG00000037896	598.43	828.40	640.22	848.59	774.93	711.50	858.76	629.79
ENSMUSG00000037902	12184.93	17066.95	12126.45	18644.38	15613.96	12025.15	14592.92	11353.71
ENSMUSG00000037904	446.77	420.65	333.13	547.20	504.99	375.03	562.79	371.78
ENSMUSG00000037905	5469.32	7354.04	5586.23	7985.02	6817.39	5393.90	6595.14	5156.58
ENSMUSG00000037907	1232.96	1618.41	1222.96	1727.19	1556.14	1247.58	1760.34	1198.08
ENSMUSG00000037910	0.00	1.01	0.00	0.00	0.00	0.00	0.99	0.00
ENSMUSG00000037913	13.66	16.77	8.48	15.10	7.20	9.62	8.24	6.44
ENSMUSG00000037916	6733.69	8309.43	6421.10	9166.78	8452.73	6530.76	7417.98	5472.84
ENSMUSG00000037921	44.63	107.57	30.56	82.02	55.35	39.87	34.83	22.36
ENSMUSG00000037922	95.36	100.58	91.82	128.04	58.51	64.47	74.96	53.46
ENSMUSG00000037924	0.00	0.00	0.00	0.00	0.00	0.00	0.99	0.00
ENSMUSG00000037926	3397.51	3997.85	2987.33	4463.06	4171.21	3616.57	4294.72	3050.12
ENSMUSG00000037933	4629.89	5620.07	4372.30	6041.56	5818.64	4508.17	5440.63	3989.89
ENSMUSG00000037935	3038.06	3794.42	3373.35	4131.21	4093.80	2858.97	3535.93	2852.30
ENSMUSG00000037936	677.02	780.06	730.87	1047.35	1000.82	666.39	745.12	642.73
ENSMUSG00000037938	319.50	440.69	432.10	589.15	440.96	337.95	351.03	366.14
ENSMUSG00000037940	971.96	1519.75	1056.60	1526.11	1506.72	1159.17	1436.21	966.52
ENSMUSG00000037942	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000037944	0.00	1.00	0.00	4.90	1.03	0.00	0.00	1.00
ENSMUSG00000037946	441.76	565.38	399.56	649.29	433.92	390.09	439.52	410.32
ENSMUSG00000037949	1546.48	1849.98	1450.56	2136.36	1714.04	1522.59	1731.63	1105.11
ENSMUSG00000037953	1.89	3.02	3.11	2.93	4.19	3.90	1.97	0.99
ENSMUSG00000037957	1517.55	1980.79	1425.78	2150.98	2264.24	1677.70	1884.48	1415.13
ENSMUSG00000037958	1777.08	2196.86	1731.99	2496.79	2181.52	1735.46	1888.20	1488.60
ENSMUSG00000037960	237.72	292.78	208.50	346.79	315.78	164.92	197.09	192.11
ENSMUSG00000037962	47.00	38.35	37.82	51.37	41.69	32.43	41.53	13.60
ENSMUSG00000037965	1989.63	2273.14	1651.77	2683.88	3061.02	2201.09	2429.02	1943.95
ENSMUSG00000037966	435.22	519.29	440.95	643.65	623.03	367.12	462.04	364.52
ENSMUSG00000037971	1381.78	1857.70	1566.23	2209.10	2068.27	1517.39	1673.80	1207.52
ENSMUSG00000037972	9734.22	12386.37	9742.84	14577.88	11766.72	9782.84	11012.64	8112.38
ENSMUSG00000037973	120.39	168.29	114.69	220.81	176.56	118.04	168.92	116.40
ENSMUSG00000037974	0.00	0.00	0.00	0.00	0.00	0.98	0.00	0.00
ENSMUSG00000037977	136.58	144.39	113.23	243.37	133.92	89.89	141.02	130.27
ENSMUSG00000037979	1646.38	2584.63	1825.67	2870.86	2630.57	1814.26	2285.86	1934.87
ENSMUSG00000037982	27.79	24.79	25.63	38.56	28.37	13.05	25.03	30.73
ENSMUSG00000037984	12337.05	17819.24	13444.07	19978.07	17443.45	13818.81	14277.04	11702.50
ENSMUSG00000037989	1969.10	2193.85	1717.17	2629.06	1908.64	1771.31	2534.83	1574.09
ENSMUSG00000037990	979.10	1334.23	1363.99	1306.64	1576.53	1234.46	1235.24	1513.97
ENSMUSG00000037991	43.11	52.87	55.20	67.28	75.81	48.28	63.75	47.88
ENSMUSG00000037992	534.71	685.21	519.50	882.83	773.53	614.26	894.12	650.21
ENSMUSG00000037993	2638.25	3335.34	2731.83	3748.26	3313.32	2630.72	2842.21	2318.48
ENSMUSG00000037994	191.76	153.30	130.76	229.98	189.23	99.67	186.37	98.04
ENSMUSG00000037995	68.83	156.46	104.62	108.38	71.98	103.58	127.26	83.75
ENSMUSG00000037996	41493.60	59718.54	47476.90	67428.73	55898.22	48569.83	52861.69	41533.45
ENSMUSG00000037997	1025.46	1378.02	1272.95	1733.28	1460.84	1095.11	1239.97	934.27
ENSMUSG00000037999	11452.81	14453.98	11774.91	16516.98	13542.83	11343.49	13486.99	9590.55
ENSMUSG00000038000	783.07	1302.66	942.76	1380.61	1221.32	737.73	1020.10	873.66
ENSMUSG00000038002	881.82	1216.33	874.44	1335.98	1391.60	1229.50	1098.57	837.34
ENSMUSG00000038005	1417.93	2002.18	1377.75	2089.15	1836.36	1454.48	1624.98	1379.71
ENSMUSG00000038007	209.16	302.27	201.55	321.82	305.54	278.76	298.36	270.86
ENSMUSG00000038009	3.21	7.68	3.49	7.18	0.88	0.00	1.69	0.00
ENSMUSG00000038010	544.17	691.04	641.27	831.25	738.66	558.72	722.89	488.10
ENSMUSG00000038011	277.60	270.37	198.12	251.52	255.09	237.43	211.26	170.92
ENSMUSG00000038013	1996.35	2595.49	2145.52	2952.76	2490.72	2164.09	2740.02	1979.07
ENSMUSG00000038014	6387.12	8600.05	7015.34	10126.30	9601.47	6869.88	8201.11	6800.16
ENSMUSG00000038015	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000038020	4203.04	6076.97	5247.05	6946.25	5626.56	4597.54	5277.77	4342.98
ENSMUSG00000038022	334.57	555.71	547.90	405.35	367.31	273.04	326.77	255.48
ENSMUSG00000038023	3028.46	3575.77	3156.48	4385.65	4279.67	3017.01	3707.16	3040.26
ENSMUSG00000038024	1839.48	2213.79	1795.70	2604.38	2614.52	1772.40	2072.65	1516.34
ENSMUSG00000038025	1187.47	1651.69	1343.92	1923.51	1867.05	1298.57	1661.84	1287.24
ENSMUSG00000038026	4222.74	5269.20	3893.56	5513.52	4667.89	4029.51	5215.92	3386.26
ENSMUSG00000038028	1931.07	2530.19	1810.80	2656.49	2707.64	1878.11	2076.72	1796.03
ENSMUSG00000038034	6483.07	8745.75	6081.09	9714.20	7740.73	6313.30	7444.43	6378.28
ENSMUSG00000038037	29.85	14.95	12.04	23.67	17.37	12.70	14.80	8.18
ENSMUSG00000038039	6698.25	8582.01	6874.52	9935.43	8675.07	6898.26	9294.11	5991.07
ENSMUSG00000038042	1378.17	1957.88	1462.18	2323.50	2193.63	1653.16	1737.77	1507.23
ENSMUSG00000038044	20.05	18.14	6.12	14.67	6.23	7.83	10.87	19.86
ENSMUSG00000038045	11.31	0.00	7.39	3.09	1.64	8.30	1.56	2.35
ENSMUSG00000038046	594.58	780.38	631.39	925.29	808.38	645.60	773.77	610.91
ENSMUSG00000038047	531.39	704.76	429.26	781.57	653.08	468.53	556.67	452.78
ENSMUSG00000038048	1272.52	1660.41	1307.53	1801.43	1777.60	1355.99	1535.99	1040.96
ENSMUSG00000038055	789.87	1145.26	949.72	1214.24	1173.98	874.11	999.19	861.87
ENSMUSG00000038056	9638.41	12105.32	9222.44	12462.94	11149.17	9901.07	10879.91	7860.37
ENSMUSG00000038057	14.91	18.16	14.49	18.68	19.95	18.30	15.73	23.15
ENSMUSG00000038058	254.56	167.63	205.70	219.45	249.34	204.59	179.61	143.20
ENSMUSG00000038059	468.78	686.28	531.12	711.37	822.56	583.53	597.28	687.51
ENSMUSG00000038060	120.06	94.12	111.54	140.73	158.22	111.91	139.28	128.93
ENSMUSG00000038064	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000038065	9108.19	12571.07	10130.04	14569.89	13068.53	9813.32	11234.65	8733.87
ENSMUSG00000038067	0.00	0.00	0.00	0.00	3.14	1.92	0.00	1.99
ENSMUSG00000038068	473.61	643.27	481.18	711.86	642.54	419.86	686.96	456.38
ENSMUSG00000038069	1106.30	1282.15	1098.15	1502.62	1582.02	1191.06	1376.15	1045.25
ENSMUSG00000038070	1347.72	1633.61	1301.63	1999.25	1516.34	1275.08	1362.81	1052.18
ENSMUSG00000038071	1.91	0.00	1.05	9.76	2.09	2.92	0.98	0.98
ENSMUSG00000038072	2226.12	2923.88	2185.35	3142.04	3205.85	2302.09	2792.04	2116.40
ENSMUSG00000038074	426.93	699.30	509.11	689.73	793.21	557.85	527.00	483.71
ENSMUSG00000038077	3087.91	4132.86	3140.59	4539.92	3426.62	3193.07	3580.31	2930.27
ENSMUSG00000038079	772.24	896.04	729.25	1150.46	1468.25	816.18	936.98	588.99
ENSMUSG00000038080	856.48	934.90	832.00	1254.72	1160.01	886.34	1026.30	852.92
ENSMUSG00000038084	9299.40	12833.82	9937.14	14771.92	13171.29	9825.45	11486.41	8538.19
ENSMUSG00000038085	240.81	389.53	347.27	515.14	361.01	295.34	371.36	289.24
ENSMUSG00000038086	14.53	11.05	9.61	26.11	16.96	14.14	11.68	16.80
ENSMUSG00000038092	0.00	0.00	0.00	2.93	1.05	0.98	1.97	0.00
ENSMUSG00000038094	473.38	488.16	437.26	651.84	709.15	373.09	463.44	443.49
ENSMUSG00000038095	14088.88	17940.05	13447.27	20147.69	20399.33	14579.39	16296.37	13189.27
ENSMUSG00000038102	4795.14	5926.98	4834.84	6679.24	6191.95	4408.98	5678.48	4138.43
ENSMUSG00000038112	191.81	122.25	112.41	149.98	112.69	104.76	146.37	95.28
ENSMUSG00000038115	352.65	307.44	119.71	452.07	152.99	256.06	420.57	97.63
ENSMUSG00000038116	5963.95	8934.92	7001.26	9445.74	9595.32	6916.60	7418.98	6181.36
ENSMUSG00000038119	906.65	1263.73	753.69	2397.39	1064.97	1200.43	1161.27	850.87
ENSMUSG00000038121	3625.11	4586.81	3774.47	5484.99	5376.66	3925.86	4736.76	3404.51
ENSMUSG00000038122	1362.57	1802.47	1443.49	1995.41	1858.15	1542.34	1677.77	1276.50
ENSMUSG00000038126	1380.21	1733.30	1193.61	2163.51	2054.53	1622.62	1510.92	1589.43
ENSMUSG00000038127	3144.68	4180.71	3247.33	4690.84	4280.63	3425.97	4110.55	2963.75
ENSMUSG00000038128	11408.52	14061.83	9749.31	15416.12	12965.22	10725.22	13265.66	9475.34
ENSMUSG00000038132	896.74	1249.01	1006.29	1618.72	1384.48	1092.29	1281.67	992.54
ENSMUSG00000038135	42.17	77.73	39.76	47.08	14.25	71.94	51.99	51.20
ENSMUSG00000038141	4158.71	5671.20	4052.50	5925.66	5227.20	4016.97	5042.57	3904.15
ENSMUSG00000038143	7150.86	9694.15	7920.68	10941.32	9866.42	8311.32	9199.62	7142.52
ENSMUSG00000038145	4805.51	6228.61	4991.07	7330.76	8151.57	4732.00	6185.99	4791.35
ENSMUSG00000038146	198.66	246.17	225.53	285.73	252.56	165.54	210.93	135.24
ENSMUSG00000038147	345.57	412.53	303.21	419.73	350.45	334.81	358.70	265.17
ENSMUSG00000038148	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000038150	2399.76	2755.07	2240.10	3015.55	3640.47	2393.32	2629.83	2064.67
ENSMUSG00000038151	24.95	23.66	16.53	25.35	30.50	34.00	21.99	12.81
ENSMUSG00000038152	42.18	61.82	85.79	90.26	42.18	62.09	52.76	43.03
ENSMUSG00000038155	21.74	21.82	13.51	38.90	22.67	0.00	0.00	11.39
ENSMUSG00000038156	5190.51	6928.93	5302.99	7861.99	6375.49	5325.53	5825.70	4736.29
ENSMUSG00000038160	989.55	1407.99	1057.66	1472.07	1494.07	966.03	1093.49	979.15
ENSMUSG00000038165	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000038167	1.93	1.98	2.99	2.01	5.09	6.88	4.01	12.99
ENSMUSG00000038168	116.56	211.78	117.70	294.62	238.70	182.68	237.24	94.86
ENSMUSG00000038170	19105.33	25538.75	19981.00	28724.40	26496.97	21860.66	24435.00	19067.59
ENSMUSG00000038172	3500.36	4726.83	3665.80	5333.26	4222.07	3814.60	4128.07	2944.42
ENSMUSG00000038173	763.75	1132.97	767.71	1140.82	576.57	545.43	567.66	496.96
ENSMUSG00000038174	8722.30	11217.05	8898.36	11879.05	12979.02	9479.27	10812.07	8205.80
ENSMUSG00000038175	1342.97	1890.35	1492.52	2084.10	1720.33	1227.29	1460.36	1082.39
ENSMUSG00000038178	1695.84	2376.78	1737.26	2954.01	2381.39	1922.88	2436.40	2491.46
ENSMUSG00000038179	2.10	4.83	0.00	5.61	0.00	0.00	0.73	0.00
ENSMUSG00000038180	91.78	108.79	135.39	90.23	118.98	80.25	113.74	120.47
ENSMUSG00000038181	1656.58	2526.96	3152.93	2656.57	1851.39	1554.29	2751.38	1311.35
ENSMUSG00000038187	3780.87	4985.41	3784.30	5593.14	4963.66	3677.51	4454.25	3286.24
ENSMUSG00000038188	72.72	61.78	54.67	67.51	75.00	63.66	77.14	68.39
ENSMUSG00000038192	0.00	1.00	0.00	0.00	3.14	1.93	0.00	2.96
ENSMUSG00000038193	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000038195	72.92	42.36	27.71	73.85	133.53	46.16	65.50	24.17
ENSMUSG00000038199	0.00	1.00	0.00	0.00	0.00	0.98	0.00	0.00
ENSMUSG00000038201	0.00	0.00	0.00	0.00	0.00	0.98	0.00	0.00
ENSMUSG00000038203	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000038204	0.00	2.57	3.49	4.21	9.44	3.64	5.17	2.53
ENSMUSG00000038205	2014.20	2260.06	1851.87	2522.93	2997.91	2294.66	2456.57	2012.76
ENSMUSG00000038206	798.31	1161.32	947.06	1234.35	1319.16	897.77	1018.35	834.49
ENSMUSG00000038208	248.73	338.06	268.14	402.11	437.85	301.74	341.03	288.51
ENSMUSG00000038209	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000038210	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000038212	2458.05	2945.98	2431.66	3566.84	3435.84	2613.70	3149.97	2150.24
ENSMUSG00000038213	230.77	305.24	305.73	370.40	381.92	268.58	247.63	242.87
ENSMUSG00000038214	265.76	327.26	238.17	372.19	270.50	197.77	304.74	161.61
ENSMUSG00000038215	506.35	651.74	564.96	777.92	623.04	485.61	545.68	393.84
ENSMUSG00000038216	2.87	0.99	3.99	4.02	0.00	0.00	2.01	0.00
ENSMUSG00000038217	11.10	8.44	9.40	21.94	7.94	6.90	7.61	9.09
ENSMUSG00000038218	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000038224	23.30	38.53	44.80	37.19	33.96	24.01	63.68	16.01
ENSMUSG00000038225	221.89	268.29	192.52	345.04	208.00	139.73	196.59	146.64
ENSMUSG00000038227	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000038233	340.54	344.03	273.06	454.07	368.26	296.25	312.08	319.71
ENSMUSG00000038235	349.64	313.92	239.30	388.41	582.16	297.25	296.55	222.57
ENSMUSG00000038236	1.68	5.36	2.76	10.49	0.00	2.60	0.00	0.00
ENSMUSG00000038239	16.51	6.07	1.70	27.51	9.42	17.93	17.61	11.51
ENSMUSG00000038240	560.18	781.73	568.51	804.74	736.05	591.29	706.99	496.85
ENSMUSG00000038241	2716.37	3154.88	2548.80	3464.45	2726.84	2522.64	3100.25	2216.24
ENSMUSG00000038242	16.47	21.24	30.95	44.19	19.39	19.17	27.15	21.01
ENSMUSG00000038244	11311.38	16568.71	13464.54	19056.23	17154.56	12391.22	14386.54	11976.53
ENSMUSG00000038246	0.00	1.00	0.00	2.04	0.00	0.00	1.92	0.00
ENSMUSG00000038248	1887.66	2444.65	1788.20	2571.73	2485.53	1929.88	2467.22	1819.62
ENSMUSG00000038250	1929.87	2608.86	1946.65	2824.53	2706.49	2044.20	2354.59	1815.56
ENSMUSG00000038252	591.46	977.68	980.91	1128.06	727.46	905.26	1092.31	810.65
ENSMUSG00000038253	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000038255	4140.59	5598.16	4195.82	6241.85	5375.46	4357.55	5429.13	4116.04
ENSMUSG00000038256	740.97	1150.15	1006.03	1125.01	920.05	879.26	1036.31	634.97
ENSMUSG00000038257	337.05	417.55	351.31	429.31	326.62	293.75	352.84	220.80
ENSMUSG00000038259	13.16	12.01	2.74	32.67	25.28	10.66	4.96	8.95
ENSMUSG00000038260	345.90	472.40	364.30	600.61	496.89	429.58	425.17	198.17
ENSMUSG00000038264	4368.24	5513.35	4214.76	6525.43	5242.20	4170.08	5406.61	4168.42
ENSMUSG00000038267	2370.49	2836.97	1672.51	2976.30	2241.24	2082.20	2338.15	1825.79
ENSMUSG00000038268	738.50	1109.53	837.42	1275.71	1035.82	889.78	895.98	765.38
ENSMUSG00000038271	1463.32	2115.10	1699.42	2331.66	2322.73	1501.19	2203.02	1686.34
ENSMUSG00000038274	4126.66	5808.78	4607.73	6433.96	5832.32	4152.79	4857.98	4085.57
ENSMUSG00000038276	13.15	24.42	31.03	43.60	37.80	30.26	31.77	32.99
ENSMUSG00000038279	1547.87	2123.63	1581.62	2285.65	2228.79	1762.74	1929.25	1442.23
ENSMUSG00000038280	3124.25	4142.47	3515.71	4948.09	4346.31	3214.69	3539.33	2942.65
ENSMUSG00000038286	891.13	1095.59	943.11	1281.75	1219.25	833.24	1005.18	748.16
ENSMUSG00000038290	2421.67	3008.49	2510.25	3495.28	3182.93	2835.68	3191.93	2241.25
ENSMUSG00000038291	2624.15	3407.60	2690.23	3554.32	3534.23	2638.10	2893.50	2208.93
ENSMUSG00000038292	72.19	117.56	66.54	126.12	88.73	49.24	91.43	79.73
ENSMUSG00000038295	155.25	189.16	133.63	320.25	173.94	126.77	167.94	138.40
ENSMUSG00000038296	2909.74	3874.73	3136.28	4310.48	4104.22	2766.52	3306.59	2852.37
ENSMUSG00000038298	7.96	3.09	9.69	12.81	22.30	3.39	7.04	5.53
ENSMUSG00000038299	1384.50	1885.36	1514.93	1931.48	2076.63	1357.83	1650.78	1339.14
ENSMUSG00000038300	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000038301	5043.50	6629.88	5138.08	7283.56	6336.92	4944.93	5543.31	4501.73
ENSMUSG00000038302	921.84	1196.01	1040.89	1455.02	1503.12	1057.56	1077.93	1103.54
ENSMUSG00000038304	80.33	76.53	75.74	121.26	69.88	70.58	77.95	69.85
ENSMUSG00000038305	966.65	1091.46	1015.67	1132.09	1285.81	887.02	1068.62	741.56
ENSMUSG00000038311	0.89	0.00	1.18	0.00	0.00	0.91	0.00	0.00
ENSMUSG00000038312	856.67	1231.51	939.64	1288.62	1134.14	840.96	937.14	780.46
ENSMUSG00000038319	710.19	635.49	714.72	791.59	1003.88	614.35	777.98	490.17
ENSMUSG00000038323	1467.47	1761.88	1376.25	1876.15	2100.71	1372.89	1607.74	1208.23
ENSMUSG00000038324	5298.61	7293.57	5797.99	8169.55	7109.80	5397.88	6597.93	5141.39
ENSMUSG00000038327	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000038330	0.95	0.00	0.00	0.99	0.00	0.00	0.00	0.00
ENSMUSG00000038331	658.34	805.20	444.77	880.67	557.91	493.78	1189.26	449.18
ENSMUSG00000038332	2929.34	3754.13	2972.67	4348.52	4350.72	3221.15	3732.54	3323.82
ENSMUSG00000038335	1709.90	2258.30	1783.11	2505.32	2118.15	1790.92	2023.10	1573.56
ENSMUSG00000038342	550.45	688.15	594.09	822.95	780.91	724.98	946.96	708.14
ENSMUSG00000038344	1982.33	2279.17	1909.90	2532.69	2622.37	1954.66	2234.93	1686.88
ENSMUSG00000038346	926.04	1129.20	897.37	1210.44	1179.81	887.85	1197.66	801.92
ENSMUSG00000038347	208.25	238.48	233.10	324.91	269.97	186.14	205.79	200.18
ENSMUSG00000038349	4340.09	5495.43	3968.84	5105.42	5271.76	3360.24	3885.28	2964.28
ENSMUSG00000038351	3204.00	3951.87	3327.14	4759.35	4141.20	3286.15	4269.82	3573.95
ENSMUSG00000038352	46.36	53.98	52.22	83.71	75.06	48.51	69.90	46.57
ENSMUSG00000038354	461.77	626.90	451.54	691.69	538.69	404.01	587.82	415.63
ENSMUSG00000038357	0.95	2.03	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000038365	2077.18	3000.00	2326.91	3363.13	3096.95	2134.86	2622.09	2233.43
ENSMUSG00000038366	3468.59	4695.90	3193.98	4654.70	4924.64	2937.95	4300.27	2209.39
ENSMUSG00000038368	4200.62	4576.09	3598.83	4830.27	5202.35	3510.30	4411.12	3416.40
ENSMUSG00000038369	1863.42	2598.81	2114.28	3028.21	2483.05	2477.95	2814.88	1828.35
ENSMUSG00000038370	1544.57	1469.56	1248.44	2153.03	2401.01	1361.05	1744.14	1082.49
ENSMUSG00000038371	4613.17	6272.14	4853.12	7411.97	6141.64	5059.35	6130.06	4318.36
ENSMUSG00000038372	436.31	579.67	378.32	552.24	604.94	411.38	415.32	388.81
ENSMUSG00000038374	1960.18	2753.33	2109.22	2893.67	2798.62	2212.17	2429.33	1891.74
ENSMUSG00000038375	2476.68	3272.76	2593.22	3796.86	3429.51	2803.25	3041.30	2589.27
ENSMUSG00000038379	19.80	19.88	15.37	20.40	28.04	10.38	17.92	14.62
ENSMUSG00000038383	766.42	1056.99	772.69	1193.19	1158.07	828.76	860.04	802.35
ENSMUSG00000038384	249.40	380.91	331.93	443.79	372.15	282.45	531.28	293.10
ENSMUSG00000038387	184.40	179.07	147.71	273.73	215.20	159.78	188.25	156.26
ENSMUSG00000038388	3101.74	4076.77	3165.18	4344.65	4506.06	3052.34	3773.67	2792.74
ENSMUSG00000038390	3620.25	5814.88	4174.18	6198.80	5453.27	3411.58	4942.46	3446.12
ENSMUSG00000038393	838.54	1160.13	1222.45	1523.43	1921.33	1318.94	1310.33	1541.75
ENSMUSG00000038398	1535.01	2241.44	1624.42	2348.49	2000.02	1525.22	1658.11	1392.87
ENSMUSG00000038400	607.04	982.31	579.35	1046.60	943.98	571.48	1190.76	819.13
ENSMUSG00000038402	32.43	47.10	51.03	74.65	54.80	44.01	44.15	35.04
ENSMUSG00000038403	11.25	12.94	11.28	17.85	12.61	4.81	6.94	6.04
ENSMUSG00000038406	1870.05	2839.74	2168.94	2935.10	2531.17	2089.65	2665.07	1896.09
ENSMUSG00000038408	4.46	4.26	6.50	8.87	9.17	7.06	4.50	2.22
ENSMUSG00000038412	2652.64	3099.11	2600.03	3490.21	3965.40	2486.83	2950.74	2220.37
ENSMUSG00000038415	165.33	167.38	161.33	207.14	206.04	149.76	142.65	140.08
ENSMUSG00000038416	2182.46	2902.42	2210.75	3183.97	3065.27	2254.54	2544.22	2111.11
ENSMUSG00000038417	2796.32	3752.67	2816.62	4226.92	3684.95	2765.77	3039.49	2439.15
ENSMUSG00000038418	1214.33	1311.10	1126.96	1468.26	2327.05	2095.80	3828.16	2050.65
ENSMUSG00000038421	2.27	0.92	0.00	0.00	0.00	0.00	0.00	0.91
ENSMUSG00000038422	152.49	186.73	139.86	248.78	202.91	158.42	165.56	165.31
ENSMUSG00000038425	470.75	691.41	622.23	912.57	640.94	599.22	562.48	546.58
ENSMUSG00000038429	8043.05	10345.88	8361.37	11916.27	10739.08	7382.99	9040.46	7480.16
ENSMUSG00000038437	7234.35	9479.54	7594.40	12042.02	8672.55	7288.56	9205.82	7350.59
ENSMUSG00000038446	2983.00	4756.59	3568.91	5393.53	4015.40	3304.57	3879.36	2953.73
ENSMUSG00000038451	95.42	89.66	65.21	126.54	148.79	90.84	78.28	56.28
ENSMUSG00000038453	3343.35	4740.57	3479.80	5708.47	3566.07	3359.85	5050.41	3178.90
ENSMUSG00000038456	1261.54	1716.27	1432.02	1976.05	1766.61	1441.82	1524.62	1292.92
ENSMUSG00000038457	161.65	88.83	60.93	83.36	107.80	69.49	130.06	63.46
ENSMUSG00000038459	688.85	1016.12	800.22	1157.76	1020.76	813.36	937.80	766.45
ENSMUSG00000038462	2580.79	3250.68	2459.40	3529.10	3497.38	2474.24	2791.40	2131.97
ENSMUSG00000038463	1832.55	2966.68	2360.79	3363.97	3740.19	2558.29	2881.70	2405.93
ENSMUSG00000038467	6899.06	9180.68	7164.88	10294.15	9381.08	7139.28	7714.27	6779.66
ENSMUSG00000038473	1679.62	2361.59	1885.78	2706.54	2096.31	2075.22	2698.15	1691.41
ENSMUSG00000038481	3499.34	5066.77	4047.98	5317.42	4641.13	3571.03	4172.42	3652.52
ENSMUSG00000038482	2126.29	2688.30	2219.29	3138.01	3020.67	2166.28	2483.69	1822.47
ENSMUSG00000038485	5345.19	7258.41	5854.44	8427.80	7539.97	5801.76	6962.78	5354.94
ENSMUSG00000038486	12882.50	16861.98	13255.24	19096.23	15068.13	12853.10	15486.33	11211.01
ENSMUSG00000038489	706.78	1044.27	814.02	1131.51	1273.44	687.55	947.21	765.60
ENSMUSG00000038491	2.96	0.00	1.00	0.98	4.25	1.92	5.06	5.91
ENSMUSG00000038495	4250.32	5301.06	4402.83	5932.06	4986.56	4484.94	5014.98	3538.98
ENSMUSG00000038496	90.26	99.97	67.15	108.76	121.37	101.87	115.80	71.66
ENSMUSG00000038497	1944.99	2228.02	1912.35	2703.52	2685.83	1772.60	2246.69	1711.07
ENSMUSG00000038498	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000038500	613.21	720.23	667.57	945.27	728.71	390.37	685.02	606.08
ENSMUSG00000038502	2871.77	3939.57	3284.65	4454.52	4349.24	2748.05	3500.55	3238.38
ENSMUSG00000038503	2364.14	2582.24	2034.63	3381.25	2839.52	2088.07	2095.68	1982.97
ENSMUSG00000038506	2598.15	3315.63	2569.18	3559.50	3628.94	2573.53	3041.38	2323.21
ENSMUSG00000038507	577.24	667.38	493.20	711.37	780.46	548.83	509.35	470.36
ENSMUSG00000038508	3.79	8.77	2.01	8.10	5.22	3.87	3.01	5.02
ENSMUSG00000038510	1099.82	1506.59	1326.71	1727.51	1377.99	1107.59	1128.61	1088.30
ENSMUSG00000038515	297.19	246.77	185.40	402.11	315.23	119.20	151.70	180.51
ENSMUSG00000038517	1686.56	2252.15	1751.32	2511.01	2182.19	1708.54	2068.38	1507.57
ENSMUSG00000038518	1812.74	2149.80	1889.00	2162.13	2057.18	2002.75	2210.19	1444.07
ENSMUSG00000038520	1676.59	2701.75	1920.83	2975.01	2105.09	1833.94	2261.89	1563.87
ENSMUSG00000038521	46.53	51.85	37.41	96.57	78.04	28.40	49.66	33.49
